show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;imdb_rating;imdb_vote
115;Movie;Raja Hindustani;Dharmesh Darshan;Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl, Tiku Talsania, Farida Jalal, Archana Puran Singh, Kalpana Iyer, Pratibha Sinha, Shravan Sagar, Razak Khan;India;01/05/2017;1996;TV-14;177 min;Action, Comedy, Drama, Musical, Romance;When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities.;6,2;7388
116;Movie;Uncovered;Jim McBride;Kate Beckinsale, John Wood, Sin?ad Cusack, Paudge Behan, Peter Wingfield, Helen McCrory, Michael Gough, Art Malik, Anthony Milner, James Villiers, Edmund Moriarty, Harriet Horne, Joan Munn?, Julian Martðnez, Isabel van Unen, Jane Gifford, Josu? Guasch, Joan Guasch, Guaski, Peter Mackriel, Sean Gascoine, Prado Vel˜zquez;United Kingdom, Spain, France;03/03/2020;2019;TV-MA;98 min;Thriller;To solve her sisters murder, a corporate prot?g? assumes her siblings investigation into a mining conspiracy that could implicate her own boss.;5,7;2321
117;TV Show;The Andy Griffith Show;;Andy Griffith, Ron Howard, Frances Bavier, Don Knotts, Colin Male, George Lindsey, Howard McNear, Tom Jacobs, Aneta Corsaut, Jack Dodson, Hal Smith, Hope Summers, Betty Lynn, Jim Nabors, Paul Hartman, Mary Lansing, Burt Mustin, Robert McQuain, Richard Keith, Elinor Donahue, Jack Burns, Dick Elliott, Joseph Hamilton, Joseph Crehan, Sheldon Collins, Allan Melvin, Dennis Rush, Roy Engel, Howard Morris, Ronda Jeter, Parley Baer, Charles Thompson, Denver Pyle, Cheerio Meredith, Forrest Lewis, Maggie Mancuso, Jack Prince, William Keene, Norman Leavitt, Janet Stewart, Joy Ellison, Doug Dillard, Rodney Dillard, Mitch Jayne, Dean Webb, Frank Ferguson, Olan Soule, Amzie Strickland, The Dillards, Sherwood Keith;United States;01/07/2017;1967;TV-G;8 Seasons;Comedy, Family;Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters.;8,3;13269
118;Movie;Shabd;Leena Yadav;Sanjay Dutt, Aishwarya Rai Bachchan, Zayed Khan, Aakash Pandey, Sadiya Siddiqui, Susheel Chabra, Imran Hasnee, Brajendra Kala, Brijendra Kala, Kamini Khanna, Lou Lou, Akash Pandey, Lalit Parashar, Rucha Pathak, Happy Sharma;India;15/04/2019;2005;TV-14;146 min;Drama, Thriller;When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.;5,1;1402
119;Movie;Once Upon a Time in the West;Sergio Leone;Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander, Livio Andronico, Salvatore Basile, Aldo Berti, Joseph Bradley, Frank BraØa, Maril? Carteny, Saturno Cerra, Luigi Ciavarro, Spartaco Conversi, Bruno Corazzari, Bill Crawley, Paolo Figlia, John Frederick, Don Galloway, Michael Harvey, Robert Hossein, Stefano Imparato, Francesca Leone, Raffaella Leone, Frank Leslie, Luigi Magnani, Claudio Mancini, Dino Mele, Antonio Molino Rojo, Enrico Morsella, Umberto Morsella, Al Mulock, Ricardo Palacios, Tullio Palmieri, Antonio Palombi, Renato Pinciroli, Lorenzo Robledo, Sandra Salvatori, Aldo Sambrell, Conrado San Martðn, Enzo Santaniello, Simonetta Santaniello, Claudio Scarchilli, Giovanni Ivan Scratuglia, Robert Spafford, Benito Stefanelli, Luana Strode, Fabio Testi, Dino Zamboni, Marco Zuanelli;Italy, United States;20/11/2019;1968;PG-13;166 min;Western;In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.;8,5;314170
120;Movie;Fireworks;Takeshi Kitano;Takeshi Kitano, Kayoko Kishimoto, Ren Ÿsugi, Susumu Terajima, Tetsu Watanabe, Hakury?, Yasuei Yakushiji, Tar? Itsumi, Kenichi Yajima, Makoto Ashikawa, Y?ko Daike, Tsumami Edamame, Y?rei Yanagi, Sujitar? Tamabukuro, Tokio Seki, Motoharu Tamura, Hitoshi Nishizawa, Hiromi Kikai, Shoko Kitano, Yoshiyuki Morishita, Junichir? Asano, Kazuhiro Osada, Manz? Shinra, Tetsu Sakuma, Riba Matsumi, Miki Fujitani, Keiko Yamamoto, Kiyoko Kitazawa, Ai Kishina, Banri Nakamura, Takao Bokuji, Masahiro Naya, Takayuki Konishi, Y?z? Yada, Kanji Tsuda, Y?ichi Nagai, K?suke Ÿta, Muh?matsu, Omiya no Matsu, Shiy? Kosuga, Gambino Kobayashi, Al Kitago, Y?ji Aikawa, Hiroshi Umeda, Kenji Yamagami, Tomoya Nait?, Katsuya Takamatsu, Yasufumi Sakamaki, Atsushi It?, Mitsuyo Ishigaki, Ayako Masuya, Sumiko Takai, Mariko Chiba, Miho Kitahara, Yoshiko And?, Kaoru Sugiyama, Kikuo It?, Sh?ji Ÿtsuki, Setchin Kawaya, Koichiro Hama, Masaru Takahashi, Ritsuyo Ono, Y?ko Imamoto, Kiyoko Negishi, Saki Kaneko, Kaoru Tomoe, Ayu Nakagawa, Rieko Motohashi, Maiko Watanabe, Kazue Fujita, Yuki Iida, Ry?ta Koyama;Japan;25/12/2019;2017;TV-PG;91 min;Crime, Drama, Romance, Thriller;Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summers day.;7,8;29196
121;TV Show;Monty Pythons Flying Circus;;Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese, Carol Cleveland, Monty Python, Ian Davidson, John Hughman, The Fred Tomlinson Singers, Bob Raymond, Connie Booth, Lyn Ashley, Frank Lester, Rita Davies, Maureen Flanagan, Donna Reading, Stanley Mason, Peter Brett, Katya Wyeth, Sandra Richards, David Ballantyne, Neil Innes, Dick Vosburgh, Julia Breck, Nicki Howorth, Jimmy Hill, Barry Cryer, Jeannette Wild, Marjorie Wilde, Marie Anderson, Caron Gardner, Nosher Powell, Carolae Donoghue, Vincent Wong, Nigel Jones, Roy Gunson, Stenson Falke, Alexander Curry, Frank Williams, Ralph Wood, John Clement, Rosalind Bailey, John Tomiczek, Lasse berg, Marion Mould, Ann Payot, Cy Town, Beulah Hughes;United Kingdom;02/10/2018;1974;TV-14;4 Seasons;Comedy;The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing ? and a penchant for mockery and cross-dressing.;8,8;70359
122;Movie;Lakshya;Farhan Akhtar;Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Sharad S. Kapoor, Raj Zutshi, Sushant Singh, Prashant Chianani, Shakeel Khan, Ranvir Shorey, Arav Chowdharry, Ajai Jose, Aditya Srivastav, Abir Goswami, Parmeet Sethi, Boman Irani, Kushal Punjabi, Nawab Shah, Sanjay M. Singh, Abhimanyu Singh, Amin Merchant, Amit Behl, Ashok Kumar, Aungchuk, Bhanu Goswami, Garima Kapoor, Gaurav Rana, Nimanshu Sharma, Nissar Khan, Jagir Singh, Jigmet Enn, Nishith Ranjan, Raghuvir Singh, Rajiv Kumar, Ratna Malay, Rehmaan, Santosh Shetty, Surendra Pal, Sanjay Sharma, Srivardhan, Suman Kumar, Syed Firdaus, Vipul Gupta, Vishal Vijay, Yogesh Br. Joshi, Lillete Dubey, Anjula Bedi, K.K. Raina, Tanvi Azmi, Amrish Puri, M.K. Raina, Pankaj Tripathi;India;15/12/2019;2004;TV-PG;185 min;Action, Drama, Romance, War;After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out.;7,9;22335
123;Movie;The Accidental Spy;Teddy Chan;Jackie Chan, Eric Tsang, Vivian Hsu, Min Kim, Hsing-Kuo Wu, Murat Yilmaz, Alfred Cheung, Lillian Ho, Tat-Ming Cheung, Vincent Kok, Hang-Sang Poon, Paulyn Sun, Ping Ha, Ken Chang, Glory Simon, Vahdet ?akar, Ahmet T. Uygun, Rakela Kunyo, Cheung Tat Chuen, Erdem Kaya, Emre Tannverdi, Abrim Gurgen, Faith Koroglu, Wai Hung Chan, Eric Lee, Bradley James Allan, Paul Andreovski, Anthony Carpio, Gordon Milne, Siros Niaros, Scott Adkins, Raven Choi, Taner Barlas, Ramazan Akboga, Rezzak Aklar, Karen Apostolina, Steve Apostolina, Kirk Baily, Sirma Bradley, Steve Bulen, Richard Cansino, Man-Ching Chan, Sai-Tang Chan, Wilgun Cinal, Robert Clotworthy, David Cowgill, Wendy Culter, Burak Damah, Chiu-Yau Dang, Ipek Deger, Herv? D?calion, Richard Epcar, Said Faraj, Eddie Frierson, Elisa Gabrielli, Nicholas Guest, Orhan Gner, Fatih Haciosmanoglu, Serah Henesey, James Hills, Bridget Hoffman, Rif Hutton, Aziz D. Jamily, Anthony Rene Jones, Choo Gyne Jung, Selim Kocak, Steve Kramer, Joh Young Kwan, Yung Kwan, Kennedy Lau, Sun-Him Lee, Lemon Liu, Edie Mirman, Gracie Moore, Sirri Murad, Jonathan Nichols, Erdin? Olga?li, Ray Pang, Paul Pape, Bob Papenbrook, Steve Pinto, Tony Pope, Stuart Robinson, Lia Sargent, Figen Amber Senbas, Michael Sorich, Pamela Spencer, Alay Stailmis, Doug Stone, Mark Sussman, Hamit Suzen, Dave Thomas, Paxton Winters, Man-Chun Wong, Ming-Sing Wong, Stephanie Wong, Kin-Wai Yan, Yildirim ?cek, Gordon Alexander, Piggy Chan, Teddy Chan, Athena Chu, Yusuf Piskin, Mustafa Presheva;Hong Kong;29/11/2019;2017;TV-MA;104 min;Action, Comedy, Crime, Mystery, Thriller;Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.;5,9;16992
124;Movie;Kevin James: Sweat the Small Stuff;Paul Miller;Kevin James;United States;20/02/2019;2001;TV-PG;42 min;Documentary, Comedy;The film and television star riffs on lifes many royal pains in this hourlong special taped at New York Citys Hudson Theatre in 2001.;7,5;1062
125;Movie;Rumble in the Bronx;Stanley Tong;Jackie Chan, Anita Mui, Fran?oise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit, Man-Ching Chan, Fred Andrucci, Mark Antoniuk, Lauro David Chartrand-DelValle, Chris Franco, Lance Gibson, David Hooper, Kathy Hubble, Terrance Leigh, Dean McKenzie, Kimani Ray Smith, Lisa Stevens, Kris Lord, Richard Faraci, Mark Fielding, Terry Howson, Jordan Lennox, Gabriel Ostevic, John Sampson, Owen Walstrom, Carrie Cain-Sparks, Guyle Fraizer, David Fredericks, Harold Gillespie, Alf Humphreys, Elly Leung, Ho-Wai Ching, Jamie Luk, Richard OSullivan, Alecia Paget, John McGrath, Adrian Parkinson, Rick Burgess, Eddy Ko, On-Na Lui, Emil Chau, Alex To, Glen Chin, Victor Formosa, Harley Martin, James McKenzie, Lee Sollenberger;Hong Kong;01/11/2019;1995;R;89 min;Action, Comedy, Crime, Thriller;During a visit to the Bronx to help out at his uncles store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.;6,8;40779
126;Movie;In My Country;John Boorman;Samuel L. Jackson, Juliette Binoche, Brendan Gleeson, Menzi Ngubane, Sam Ngakane, Aletta Bezuidenhout, Lionel Newton, Langley Kirkwood, Owen Sejake, Harriet Lenabe, Louis van Niekerk, Jeremiah Ndlovu, Fiona Ramsay, Dan Robbertse, Robert Hobbs, Lwando Nondzaba, Trix Pienaar, Greg Latter, Albert Maritz, Sizwe Msutu, Dumisani Mbebe, Sunu Gonera, Nick Boraine, Charley Boorman, Connie Chiume, Seumus Keir, Nicholas Andrews, Justin Creasy, Junior Singo, Yolanda Methvin, Grant Swanby, Paul Eilers, Anthony Fridjhon, Bheki Vilakazi, Louw Venter, Wayne Harrison, Terry Norton, Andre Jacobs, Alyce Chavunduka, Lillian Dube, Namhla Ndlovu, Lee Duru, Nambitha Mpumlwana, Garrick Hagon, Johan Marais, Morgan OCallaghan, Frederrick Dannhauser, Andrew Johnson, Lilian Khumalo, Genesis Canda, Tony Finley, Biah Mokgobu, Anthony Karriem, Milton Daka, Hiportia Hlatana, Jefferine October, Noliyanda Pike, Beverley Bownes, Justice Khontyo, Denzil Campbel, Christina Ntsomi, Xhantyi Nqayi, Lulama J. Nombiba, Jean Abrahams, Thami Ngubeni, Cindi Sampson, Michelle Zaaiman, Natasha Kotze, Natalie Dippenaar, Zoliswa Mabawa, Elizabeth Mokoatsana, John Coom, Noel Coom, Shannen Mackay, Xola Luse, Sacky Veto, Mohogany Singiswa, Moho Seabela, Zingisa Kobo, Landiwe Hans, John Zacharis, Jamo Jahjah, Brian Niewoudt, Endrie Nel, Nick Du Toit, Stompie Heyns, Susanna Vermeulen, Paul Dirkson, Russell Johnson, Morris Uberstein, Thembi Mtshali, Lara Bye, Marisa Sarfatti, Phumla Stamper, Warona Seane, John Langemann, Nkuli Kgositsile, Suzanne Bassett, Amber Stodel, Yavor Radkov, Nelson Mandela, Fana Mokoena;United Kingdom, Ireland, South Africa;18/10/2019;2018;TV-MA;99 min;Drama, Romance;A teacher turns to a dubious man to raise money for her daughters life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.;6;2670
127;TV Show;Robotech;;Richard Epcar, Steve Kramer, Tom Wyner, Robert Axelrod, Bill Capizzi, Alexandra Kenworthy, Eddie Frierson, Melanie MacQueen, Barbara Goodson, Edie Mirman, Melora Harte, Frank Catalano, Michael McConnohie, Cam Clarke, Rebecca Forstadt, Tony Oliver, Gregory Snegoff, Emilie de Azevedo Brown, Melissa Newman, Dan Woren, Lara Cody, Iona Morris, Robin Levenson, Wendee Lee, Theodore Lehmann, Larry Abraham, Greg Finley, Tony Clay, Noelle McGrath, Sam Fontana, Arlene Banas, Robert V. Barron, Suzy London, Kerrigan Mahan, David Millbern, Mike Reynolds, Craig Schaefer, J. Jay Smith, Michael Sorich, Paul St. Peter, Kent Harrison Hayes, Jason Klassi, Jan Rabson;Japan;01/10/2016;1985;TV-MA;1 Season;Animation, Action, Adventure, Sci-Fi;When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress.;8,5;3558
128;TV Show;Bad Blood;Leos Carax;Michel Piccoli, Juliette Binoche, Denis Lavant, Hans Meyer, Julie Delpy, Carroll Brooks, Hugo Pratt, Mireille Perrier, Serge Reggiani, J?r?me Zucca, Paul Handford, Charles Schmitt, Fran?ois N?gret, Philippe Fretun, Thomas Peckre, Ralph Brown, Eric Vasberg, Leos Carax;Switzerland, France;31/05/2019;2019;TV-MA;2 Seasons;Crime, Drama, Romance;This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.;7,3;7849
129;Movie;The Twins Effect II;Patrick Leung, Corey Yuen;Charlene Choi, Gillian Chung, Ying Qu, Jaycee Chan, Bo-lin Chen, Tony Ka Fai Leung, Edison Chen, Yueyun Liang, Donnie Yen, Jackie Chan, Mou Kit, Bingbing Fan, Daniel Wu, Sam Yu-Sum Chan, Xie Jing-Jing, Steven Cheung, Kenny Kwan, Siu-Wai Kam, Sui-man Chim, Nga Lee;Hong Kong, China;21/07/2019;2004;TV-14;106 min;Action, Adventure, Comedy, Fantasy;An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.;4,9;2522
130;Movie;The Longest Yard;Peter Segal;Adam Sandler, Chris Rock, Burt Reynolds, Nelly, Michael Irvin, Walter Williamson, Bill Goldberg, Terry Crews, Bob Sapp, Nicholas Turturro, Dalip Singh, Lobo Sebastian, Joey Diaz, Steve Reevis, David Patrick Kelly, Tracy Morgan, Edward Bunker, William Fichtner, Bill Romanowski, Kevin Nash, Steve Austin, Brian Bosworth, Michael Papajohn, Conrad Goode, Brandon Molale, Todd Holland, James Cromwell, Cloris Leachman, Allen Covert, Rob Schneider, Chris Berman, Jim Rome, Patrick Bristow, Lauren Sanchez, Dan Patrick, Christopher Neiman, Ed Lauter, Sean Salisbury, Rob Moore, Big Boy, Michael H. Goodwyn, Ray Stoney, Michael Silas, Andr? Fuentes, Lonnie Henderson, Asiel Hardison, Colin Kim, Mark Robert Ellis, Timothy F. Crowley, Mr. Porter, Bizarre, Proof, Kuniva, Swift, Bryan Burwell, Sam Farmer, Jay Glazer, Peter King, John McClain, Adam Schefter, Larry Weisman, Marc S. Ganis, Shane Ralston, Jenae Altschwager, Candace Juleff, Bryan Ross, Ricardo J. King, Stink Fisher, Jasper Pendergrass Jr., Sean McNamara, Robert Harvey, Eric Chmielecki, Denise Marie Jerome, Jaayda McClanahan, Tara Wilson, Rachel Saydak, Cara-Lee Knodel, Nora Hassan, John Hockridge, Steven Alford, Wendie Pasterick Aston, David Axel, Dalton Baker, P.J. Barberino, Nicolas Barclift, Richard Barela, Bobby Beall Jr., Brett Bech, John Branch, John Eric Brown, Jerry Buys, Terrell Byrd, Jacare Calhoun, Israel Carbajal, Rodney Carrington, Mary Castro, Lee Cogburn, Courteney Cox, Jahani Curl, Brian David, Joe Davis, Christian DeStefanis, Charles Dowdy III, Joe Duffy, Stephen Eiland, John Forker, Steve Fox, Dean Francois, Wayne Charles Fugate, Kevin Grady, Casey Hendershot, Gui Inacio, Ryan James, Andre Johnson, Michael Lawrence Kaye, Mike Koperski, Casey Lowe, Ben Mackey, Jose Jacinto Marquez, Tex Marshall, Red McCombs, Carl McDowell, Mike McKenny, Paul McMichael, Robert McMurrer, Joseph Mendez, George Meyers, Jody Millard, Kelron Mixon, Scottie Nic, Mark Nobel, Robert OConnor, Bob Perry, A.J. Presley, Tommy Rodriguez, Bobby Roe, Rudi Rose, Cynthia Rube, Scarlett Schines, Joseph Sims, Aleksandr Sountsov, Brian Spaeth, Sam Spector, Ryan Stockstad, Tarita Virtue, Carl Weyant, Jason Williams, David Yeager, Ryan Yerrick;United States;20/11/2019;1974;R;121 min;Comedy, Crime, Sport;Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.;6,4;169038
131;Movie;Teenage Mutant Ninja Turtles: The Movie;Steve Barron;Judith Hoag, Elias Koteas, Josh Pais, David Forman, Brian Tochi, Leif Tilden, Corey Feldman, Michelan Sisti, Robbie Rist, Kevin Clash, James Saito, David McCharen, Toshishiro Obata, Michael McConnohie, Michael Turney, Jay Patterson, Raymond Serra, Sam Rockwell, Kitty Fitzgibbon, Louis Cantarini, Joseph DOnofrio, John Ward, Ju Yu, Cassandra Ward-Freeman, Mark Jeffrey Miller, John Rogers, Tae Pak, Kenn Scott, Robert Haskell, Josh Lozoff, Winston Hemingway, Joe Inscoe, Curtis Bush, Matthew Clark Ghost, Paul Beahm, Kevin Eastman, Rick Gomez, Curtis Lambert, Robert J. Maxwell, Michael G. Norris, Nick Pernice, Laurence James Sargent, Kimani Ray Smith, E. Thompson, Skeet Ulrich, Scott Wolf;United States, Hong Kong;01/01/2020;1990;PG;94 min;Action, Adventure, Comedy, Family, Sci-Fi;After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.;6,8;89042
132;Movie;Mad Max;George Miller;Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley, Tim Burns, Roger Ward, Lisa Aldenhoven, David Bracks, Bertrand Cadart, David Cameron, Robina Chaffey, Stephen Clark, Mathew Constantine, Jerry Day, Reg Evans, Howard Eynon, Max Fairchild, John Farndale, Peter Felmingham, Sheila Florance, Nic Gazzana, Hunter Gibb, Vincent Gil, Andrew Gilmore, Jonathan Hardy, Brendan Heath, Paul Johnstone, Nick Lathouris, John Ley, Steve Millichamp, Phil Motherwell, George Novak, Geoff Parry, Lulu Pinkus, Neil Thompson, Billy Tisdall, Gil Tucker, Kim Sullivan, John Arnold, Tom Broadbridge, Peter Culpan, Peter Ford, Clive Hearne, Telford Jackson, Christine Kaman, Joan Letch, Kerry Miller, Janine Ogden, Di Trelour, Vernon Weaver, Paul Young, Brendan Young, Katy Brinson, Lisa Dombroski, Terry Gibson, Andrew Jones, James McCausland, Amanda Muggleton, Harry Peerce, Michael Ryan;Australia;01/08/2020;1979;R;93 min;Action, Adventure, Sci-Fi, Thriller;In a post-apocalyptic future, a malicious gang murders Maxs family as an act of retaliation, forcing Max to hit the open road seeking vengeance.;6,9;198358
133;Movie;Strictly Ballroom;Baz Luhrmann;Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan, Sonia Kruger, Kris McQuade, Pip Mushin, Leonie Page, Antonio Vargas, Armonia Benedito, Jack Webster, Lauren Hewett, Steve Grace, Paul Bertram, Di Emery, Lara Mulcahy, Brian M. Logan, Michael Burgess, Todd McKenney, Kerry Shrimpton, Simone Gage, Bradley Sabott, Ray Mather, Jo Shinta, Peter Lynch, Lee Becchiet, Warren Ring, Jaya Jamieson, John OConnell, Anita Curtis, Roxana Vella, Deanne Curtis, ‘ngel Garcða, Dene Kermond, Genevieve White, Lisa Ellis, Jacqueline Lendich, Bob Adams, Michelle McClatchy;Australia, United Kingdom;01/01/2020;1992;PG;95 min;Comedy, Drama, Music, Romance;Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.;7,2;26121
134;Movie;Jhankaar Beats;Sujoy Ghosh;Sanjay Suri, Rahul Bose, Juhi Chawla, Rinke Khanna, Riya Sen, Ikra Khatri, Manmauji, Goolistan Gandhi, Raja Vaid, Sangeeta Chauhan, Hafiz Khan, Dinyar Contractor, Archana Puran Singh, Vijayendra Ghatge, Shashikala, Kurush Deboo, Parmeet Sethi, Shayan Munshi;India;15/04/2019;2003;TV-14;131 min;Comedy, Music, Romance;Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition.;7,2;2017
135;TV Show;The Terminal;Steven Spielberg;Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride, Diego Luna, Barry Shabaka Henley, Kumar Pallana, Zoe Saldana, Eddie Jones, Jude Ciccolella, Corey Reynolds, Guillermo Dðaz, Rini Bell, Stephen Mendel, Valeriy Nikolaev, Michael Nouri, Ana Maria Quintana, Bob Morrisey, Sasha Spielberg, Susan Slome, Mik Scriba, Jim Ishida, Carlease Burke, Stephon Fuller, Dan Finnerty, Anastasia Basil, Lydia Blanco Garza, Joseph Davis, Tonya Ivey, Kevin Mukherji, John Eddins, Kenneth Choi, Cas Anvar, Conrad Pla, Danette Mackay, Ian Finlay, Janique Kearns, Eddie Santiago, Kevin Ryder, Dusan Dukic, Mark Ivanir, Matt Holland, Benny Golson, Buster Williams, Mike Ledonne, Carl Allen, Scott Adsit, Robert Covarrubias, Terry Haig, Jeff Michael, Dilva Henry, Michelle Arthur, Thinh Truong Nguyen, Sandrine Kwan, Carl Alacchi, Tanya van Blokland, Evelyne de la Cheneli?re, Laurie Meghan Phelps, Hayati Akbas, William Alva, Michael Arthur, Cass Asher, Claudia Barroso, John Eric Brown, Alex E. Burns, H?l?ne Cardona, Dan Chase, Guistina Chirco, Christine Chow, Jennifer Chu, Chad R. Davis, Antonella Elia, Michael Eliopoulos, Susan Engel, Hondo Flemming, Marston Fobbs, Riad Galayini, Ronald Gamble, Jerald Garner, Charley Gilleran, Justin Rodgers Hall, Mohammed Hassan, Ricky Hausz, Amber Havens, Mark Heenehan, Ksenia Jarova, Barry Julien, Christopher John Karr, Boyd Kelly, Mobin Khan, Svilena Kidess, Kurt Larson, Corky Loesch, Johnny Luckett, Kamal Marayati, Jody Millard, Zuzana Monroe, Joram Moreka, Ismael Moreno, Toyin Moses, Martha Neavill, Irene Nester, Alyshia Ochse, Rachel Oliva, Benjamin A. Onyango, Carmen Osbahr, Aleksandrs Petukhovs, Kevin Prior, Nick Puga, Kingslee Purcell, Tulsi Ram, Nicole Rayburn, Mel Rodriguez, Rhea Roma, Tony Sagastizado I, Ani Sava, Mikael Sharafyan, Larry Sherman, Kent Shocknek, Aleksandr Sountsov, Clara Soyoung, Ryan Stockstad, Tony Swift, Bogdan Szumilas, Scott Alan Taylor, Holly Traister, Kevin Vila, Edward F. Villaume, Dionicio Virvez, Andre Wacemberg, Ken Weiner, Cynthia Wilber, Tamir Yardenne;United States;29/03/2019;2018;TV-14;1 Season;Comedy, Drama, Romance;Social pressure, a complicated past and a clash of values beset the life of a businessman and his family.;7,4;426926
136;Movie;Chameli;Sudhir Mishra;Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha, Satyajit Sharma, Panne Chatterjee, Tarun Shukla, Aniket Vishwasrao, Deepak Qazir, Master Vinni Pachori, Dinkar Gavande, Ghanshyam Garg, Anupama Verma, Mahek Chahal, Ahmed Chaudhary, Aseem Bajaj, Atul Mongia;India;15/02/2019;2004;TV-14;102 min;Drama;While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a na?ve prostitute over the course of the night.;7;2181
137;Movie;Lionheart;Sheldon Lettich;Jean-Claude Van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan, Ashley Johnson, Brian Thompson, Vojislav Govedarica, Michel Qissi, George McDaniel, Eric Karson, Ash Adams, William T. Amos, Roz Bosley, Dennis Rucker, Billy Blanks, Stefanos Miltsakakis, Lew Hopson, Sebastian Massa, Roger Etienne, Douglas DuVal, Lawrence Bender, Tracy Shakespeare, Leonard Gaines, Lonnie Burr, Christopher M. Brown, Roger La Page, Loren Freeman, Tony Valentino, Clement von Franckenstein, Christopher Nixon, Eduardo Ricard, Julie Rudolph, Micheline Lettich, Galen Yuen, Jeff Speakman, Steven R. Purwin, Freeman King, Scott Spiegel, Marc D. Williams, Mark De Alessandro, James Brewster Thompson, Tony Satch Williams, Jeff Langton, Stuart F. Wilson, Magic Schwarz, Paco Christian Prieto, Abdel Qissi, Lindsey Carlos, Maurice Lamont, Sifu Williams, Thunderwolf, Carlton Holder, Michael M. Foley, A.D. Muyich, Don Pike, Dean Milor Thomas, Tony Halme, Kamel Krifa, Ray La Rochelle, Sheldon Lettich, Steve Ross, Tim Yasui;United States;04/01/2019;2018;TV-PG;95 min;Action, Crime, Drama, Sport;When her father falls ill, Adaeze steps up to run the family business ? alongside her uncle ? and prove herself in a male-dominated world.;6,2;34651
138;Movie;Monty Python and the Holy Grail;Terry Gilliam, Terry Jones;Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes, Bee Duffell, John Young, Rita Davies, Avril Stewart, Sally Kinghorn, Mark Zycon, Elspeth Cameron, Mitsuko Forstater, Sandy Johnson, Sandy Rose, Romilly Squire, Joni Flynn, Alison Walker, Loraine Ward, Anna Lanski, Sally Coombe, Vivienne MacDonald, Yvonne Dick, Daphne Darling, Fiona Gordon, Gloria Graham, Judy Lamb, Tracy Sneddon, Sylvia Taylor, Joyce Pollner, Mary Allen, Iain Banks, Julian Doyle, Margarita Doyle, Charles Knode, Zack Matalon, Scott Mike, William Palin, Monty Python, Tom Raeburn, Brian Ross, Roy Forge Smith, John Thornton, Maggie Weston;United Kingdom;02/01/2019;1975;PG;92 min;Adventure, Comedy, Fantasy;The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.;8,2;517321
139;Movie;Sam Kinison: Breaking the Rules;Walter C. Miller;Sam Kinison, Florence Marie Marney, Denise Gallup, Dian Gallup, Hugh Hefner;United States;31/12/2018;1987;TV-MA;50 min;Documentary, Comedy;The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special.;7,3;629
